0x0610418E "b"
0x9F10D13A "NewBrakeIdle_Female"
0xA1306698 "FlailLeft2"
0xBC20168A "NewBrakeIdle4_Fat"
0xBD702784 "vehicle_bail"
0xBFC00486 "Motoskateboard_AirTricks"
0xC6C04BB9 "OverrideCancelGround"
0xCA60DE3B "GetUp_Sit_FT"
0xCDC0C656 "EnablePlayerInput"
0xD130AF66 "AcidDropCheese"
0xD370FE2F "Bail_Spin_FWD_Regular"
0xE4E0DB1E "AirIdle"
0xF5E061BF "maxfocus"
0xF6D0214E "ClearExceptionGroup"
0x0E9108A7 "DropIn_Cleanup"
0x14B1ADBD "CrouchBumpDown_Crappy"
0x1CB12DA9 "TurnIdles"
0x22A1A278 "Goal_EndOfRun_WalkingEvent"
0x33D1F630 "CrouchTurnLeftIdlesCool"
0x34316F0E "NewBrakeIdle2_Female"
0x48019C50 "EXPERT_MODE_NO_WALKING"
0x50A19010 "EnableInputEvents"
0x6FE1A1A7 "HandleAcidDropCheese"
0x74812478 "CrouchTurnRight_Cool"
0x78D15871 "CrouchBumpUp_Cool"
0x9B41EA0C "Skater_EndOfRun"
0x9E014B3F "base"
0x9F71A74B "GetSpin"
0xA6516819 "FlailExceptions"
0xAA31C5C2 "NewBrakeIdle3_Female"
0xB8B14A61 "NoAnims"
0xC611B9AF "appended_id"
0xC6A1BFBE "Element"
0xD2014467 "BailSlap03"
0xD9A1BA01 "AutoKickIsOff"
0xEDE1DB98 "GetRandomArrayElement"
0xFEE1863D "SetSkaterCamOverride"
0x08920E07 "CrouchBumpDown_Cool"
0x0E62795E "CrouchTurnLeft_Cool"
0x1242BE4E "TantrumCheck"
0x14026001 "WaitOnGround"
0x1FC283C4 "value2"
0x25028369 "AcidParticlesOn"
0x26529797 "NotInSameFrame"
0x27024382 "SpecialGrindTricks"
0x29C285A4 "CrouchTurnLeftAnimsCool"
0x34B2CE6E "Obj_AnimationFlipped"
0x4592B7BE "CrouchedLand5"
0x48F24F9D "WalkBailState"
0x5962E035 "EliminatedYou"
0x5A52F238 "TurnAnims"
0x60029D68 "SkaterLandedClean"
0x74C2DDE9 "brake"
0x7D62E43E "DoAPush"
0x93123E13 "SetLandedFromVert"
0x9FB2D4F1 "Obj_SetAnimSubsetWeight"
0xA4420544 "Crouch2InAir"
0xC2928524 "SkaterBloodOn"
0xD3A2B0C9 "CrouchedLand4"
0xDEC2DF26 "SubState"
0xEA522C3C "AllowWallplantOllie"
0xF5126A51 "NewBrakeTurnLeft"
0xF8F235E0 "Hold"
0xFE326C00 "DebugSkaterGroup"
0x02D312AD "InAirExceptionTable"
0x09A3FD9A "BloodCar"
0x0BB3CB77 "DropIn"
0x0DA3946B "SetSkaterAirTricks"
0x1A73F002 "DoPerfectCheck"
0x1CA30886 "handle_cloth_subset2"
0x210338F1 "CycleSpeedChosenAnim"
0x2DF3DF61 "NoSkateToWalkTricks"
0x3613C734 "CrouchTurnLeftIdle_Cool"
0x3A23C9D8 "perfect_style"
0x40E32582 "DoApushFromBrake"
0x4EB36090 "MullenStart"
0x57F36990 "AnimExists"
0x5B932093 "CopingHit"
0x67C37F62 "PedKnockDown"
0x6B93E59F "WaitAnimWalkingFrame"
0x78A30E14 "NewBrakeIdle2"
0x7E039880 "sloppy_style"
0x7FE3A969 "Goal_EndOfRunDone"
0x8FB3BF7F "in_cinematic_sequence"
0xA5938A5D "value1"
0xC2232BE6 "FiftyFiftyFall"
0xE6466966 "tyFiftyFall"
0xCCF392B9 "YawBetween"
0xD8E351A7 "ExitTantrum"
0xDC73D6F0 "NewBrakeIdle6_Fat"
0xDE538AC8 "NollieCrouchTurnRight"
0xE3636A9F "PlayTurnAnimOrTurnIdle"
0xE5133289 "Walk_Ground"
0xEA83DA2E "AcidDrop"
0xEE930963 "NewBrakeIdle3"
0xFEB347E8 "SetVelDir"
0xFF6365B5 "BonkMetal_11"
0xFFC3BE27 "CrouchedLand6"
0x00C4C8C4 "SwitchOnBoard"
0x0214418E "StandingLandTurn"
0x02E4A493 "Switch_OnGroundAi"
0x06E4B24B "WaitWhilstChecking"
0x0AC49511 "BloodParticlesOff"
0x1394F388 "TrickOllie"
0x13641B9F "SLOPE_CUTOFF"
0x1584C91F "SetCurrentBailEndpose"
0x17549396 "WonGame"
0x1B44E2F1 "SkaterAvoidGoalPed"
0x1C7481C6 "NetBrake"
0x29242FF3 "get_style_anim"
0x335404B8 "ClearPanel_Bailed"
0x33048608 "AllowVibration"
0x41940EDD "Cloth"
0x48F440D2 "GetBonus_exit"
0x54C4F498 "just_coasting"
0x5564D166 "TurnLeftIdlesCrappy"
0x5594EBB5 "TurnLeftIdles"
0x57E46900 "PlayBonkSound"
0x599476C4 "ManualBailFast"
0x5E844F8D "NewBrakeIdleToIdle"
0x73B4B29B "new_turnidles"
0x9354BDA6 "CrouchTurnRightIdle_Crappy"
0xA154A2AC "PerfectLanding_11"
0xA2942FE6 "SparksOn"
0xA84469FC "NoSwitch"
0xAE44BBCA "Obj_AddAnimSubset"
0xBA24233D "TurnAnimIndex"
0xBBE4D885 "NewBrake_Mongo"
0xBF74149A "KillingSkaterGroup"
0xCE645B3B "TurnLeftIdle"
0xD0D450BF "GetCurrentSkaterID"
0xD154B290 "WaitWalking"
0xDC54FCEF "FocusOn"
0xDD64427C "CheckforSwitchVehicles"
0xE3C4E69C "AirTurnRight"
0xF054EEF4 "SetSpecialValue"
0xFB24EA68 "ClearSkaterFlags"
0x0075D92D "_180RunSkid"
0x0A658AF7 "LittleAir"
0x0CA501A9 "IsInBail"
0x11351066 "FromGroundGone"
0x1CD55605 "NewBrakeIdle2_Fat"
0x1F855321 "ACID_BOMB_POINTS"
0x27156E2B "BloodSplat"
0x426C6F6F "dSplat"
0x2AA58A70 "WaitFramesLateOllie"
0x339547DA "focus_time"
0x4185CCC4 "TurnRight_Crappy"
0x431555A0 "PitchGreaterThan"
0x4A85FC41 "ClientSkaterInit"
0x4C15F1DE "CrouchIdleAdjustFeet"
0x5645F531 "PitchBail"
0x5C457E77 "CrouchedLand_Tiny"
0x70B5F2BB "AirTimeGreaterThan"
0x7A1569FC "NollieSkatingIdle"
0x7FB54F8C "FlailLeftCrouched3"
0x8F9549B6 "ProjectilesOn"
0x93D5FC8D "FlailingFall"
0x95658417 "DoCarPlantBoost"
0x9A555A06 "AllowRailTricks"
0xA18503C8 "BrakeDefeat"
0xA4350036 "ClearSkaterCamOverride"
0xA8A5BB34 "WaitWalkingFrame"
0xAA556D7E "SkaterExitSpecialTrick"
0xAA856E72 "Walk"
0xD5458CA8 "cheese_jump"
0xD6B53B28 "SkaterAwardHipTransfer"
0xE3A5BF2A "AwardPerfect"
0xE3053A15 "TurnRightIdle"
0xE4E557EE "extratrick"
0xE98548FB "FlailLeftCrouched2"
0xEE35B1E7 "TurnRightIdle_Crappy"
0x051620F4 "CarSparks"
0x0666ACEF "TurnRightIdlesCrappy"
0x0A36BA19 "gotoBrake"
0x0EE6FE53 "CrouchedLand4_small"
0x159699B0 "DropInAnim"
0x23068F71 "FlailLeftCrouched_small"
0x30368E44 "LandedFromSpine"
0x36A6CF8E "IgnoreAirTime"
0x496633ED "FlailVibrate"
0x4BA682D5 "OnGround_AutoKickOff_UpHill"
0x4D066DFD "NewBrakeIdle4"
0x597623BF "BlendDuration"
0x5B3638BB "YawBail"
0x67E677EA "ClearEndofRunStarted"
0x67F65A6D "ToTail_Idle"
0x6B661CB3 "PlayPerfectSound"
0x80761165 "leveltrigger"
0x8856595A "CrouchTurnLeftAnimsCrappy"
0x8B86D448 "zoom"
0x9C466623 "HeldLongerThan"
0xA186E206 "RestartSkaterExceptions"
0xA7C6AF00 "Goal_EndOfRunStarted"
0xAC16E59A "Pushes"
0xB2061540 "NewBrake"
0xB496632D "NollieSkatingTurnLeft"
0xB7F674CF "WallPlant"
0xBC661F99 "CrouchPush1"
0xD4B64F81 "SK6_SFX_BulletTime_In"
0xD6D682DA "PointRailSpin"
0xDEF63EE9 "EXPERT_MODE_NO_REVERTS"
0xE6A63B9A "HUD_specialtrickAA"
0xE9168183 "PlayBrakeIdle"
0xEFD66805 "GrindTricks"
0xFB86EA60 "style_suffix"
0x0C576B26 "KillSpecial"
0x12273751 "WallRideRight"
0x13B78E3E "ShouldMongo"
0x13773424 "TurnLeftAnims"
0x1B977ADE "normal"
0x1E77584C "EndofRunDone"
0x1E470DE5 "ResetSpin"
0x2B779601 "ClearGapTricks"
0x77960143 "learGapTricks"
0x2D5730CB "ClearTricksFrom"
0x2E37FF0F "NewBrakeIdle"
0x2EC7C6AE "Air_WallPlant"
0x35576D0A "new_turnanims"
0x36277976 "CheckForNetBrake"
0x390779BA "PUSH_IF_SLOPE"
0x39172097 "GetSlope"
0x45076AB2 "Skater_OnGround"
0x46A7A6B6 "AirTricks"
0x5557CFF3 "skaternumber"
0x5EC76F0F "inbrakeidle"
0x61676313 "NewBrakeIdle6"
0x65A7BF25 "Skater_InAir"
0x6FA7871F "LoopGapStart"
0x7B07A0AE "CrouchTurnRightIdlesCrappy"
0x83471405 "GetMatrixNormal"
0x84D7D091 "NewScript"
0x97B79619 "GetAirTimeLeft"
0xA0872564 "CessBrake"
0xA7C70E38 "PlayBrakeAnim"
0xAE173548 "SetGlobalPitchModulation"
0xAF67D498 "crouch_wobble_params"
0xBD37CC6E "TurnLeftIdle_Crappy"
0xC7578B6A "SFX_SlowMo"
0xC767CBDE "rgb"
0xD1B7007B "Exit_BulletTime"
0xD9577E27 "StretchLegsInit"
0xF7576464 "NewBrakeIdle7"
0xF8870D36 "TurnRight_Cool"
0x03682A0C "SetUpLipCombo"
0x0B48FFDA "WaitAnimWalking"
0x0D28339A "CrouchTurnRightAnimsCrappy"
0x0F78DB2E "controller_unplugged_dialog_anchor"
0x0F689727 "CrouchIdle2"
0x194854F2 "WaitAnimWhilstCheckingLateOllie"
0x2D38AA04 "NewBrakeIdle5_Female"
0x2E081250 "Walk_Air"
0x43782F93 "PerfectSloppy_2p"
0x4B5821AE "NoseManualBailSlow"
0x4CF8C2E5 "is_female"
0x5C085D49 "SFX_SlowMo_Return"
0x5FD8C292 "crappy"
0x5F2810FF "MongoPushCycle"
0x6368BB30 "CrouchLookRight"
0x67284303 "DoingTrickBail"
0x69581B06 "GetBonusValue"
0x6BE89E29 "SlowDownBrake_Mongo"
0x6BC8EE41 "no_board"
0x6FC826A1 "LandPointsSound"
0x7D682CB9 "HUDtrickslopC"
0x8958B735 "DoPerfectCheck2"
0x89F8A9D5 "IsBoardMissing"
0x89D88123 "BailBoardControl"
0x94886E4F "Coasting"
0x95785DE8 "NewBrakeTurnRight"
0x96A89BBC "SlowSkaterToStop"
0x9A582C5A "is_classic"
0xA4189835 "FreezeSkater"
0xA4D84DA4 "CrouchTurnRight2"
0xACA8E774 "DoCrouch_slope"
0xAE68AE05 "SketchyCrouchLand"
0xB33800C8 "NewBrakeIdle4_Female"
0xB698D44C "LaunchSubStateEntryEvent"
0xB7E83800 "CrouchShiftFoot"
0xB998290E "CanSpin"
0xBE28052B "AwardSloppy"
0x41776172 "dSloppy"
0xC01805F3 "WalkingEndRunEvents"
0xD1286D45 "struct"
0xDF683A0D "reset_gurney"
0xE2C871DB "handle_cloth_subset"
0xFE78DF3C "FLAG_SKATER_INLOOP"
0x02B98955 "GotSpecial"
0x09194C26 "CrouchIdles"
0x0C0976B7 "NewBrakeIdle5_Fat"
0x0E49C9DC "CrouchLookDown"
0x1AC9584A "ClearAllExceptionGroups"
0x1AB999BA "CrouchTurnRight_Crappy"
0x1DC9D783 "CrouchIdleFromIdle"
0x2849C8BC "WallplantOllie"
0x3E49C2AF "Obj_RemoveAnimSubset"
0x4199B911 "ProjectilesOff"
0x41A91AF0 "TurnRightIdles"
0x54C91C9C "CrouchTurnRight"
0x66C92EB6 "IsCurrentHorseSkater"
0x6BE93858 "ExcludeFromScriptDebug"
0x6F89C6A8 "MadeOtherSkaterBailAir"
0x70493FDB "TurnRightAnimsCrappy"
0x764909A1 "CrouchTurnLeft"
0x93892A7E "AirTimeLeft"
0x9BE9C5A0 "Push"
0xBFE92237 "Vert_WallPlant"
0xC709E01F "TantrumOff"
0xD659C842 "CrouchTurnRightIdlesCool"
0xD9E9B972 "set_skater_anim_handlers"
0xDA39F1A2 "InitializeStateChangeEvent"
0xEF090488 "WallRide"
0xF87947B5 "created_trick_cleanup"
0xFE79CA6E "CrouchTurnLeftIdlesCrappy"
0x01EA2D96 "EndOfRunStarted"
0x037AEE0C "PlayStyleAnim"
0x074AC561 "TurnRightAnims"
0x086AB3EA "CrouchBumpUp"
0x0AFA0BC0 "DoAirToFakieCheck"
0x162AD766 "CrouchTurnLeftIdle_Crappy"
0x33EAE845 "hitblood02"
0x390A1B52 "RunSpeedChosenAnim"
0x3E0AC258 "BailGroundGone"
0x4B7A1685 "bullettimedecreasespecial"
0x4D0AE889 "FlailRightCrouched3"
0x578A146F "AllowCameraControl"
0x5BCA7684 "IsThrowingProjectile"
0x5D2AC105 "StartSkating1"
0x664ADBF4 "NewBrakeIdle8"
0x6C5AB6CD "NewBrakeIdle7_Fat"
0x706A7433 "NollieCrouchIdle"
0x7ABA33A7 "Slope"
0x80EAC4E9 "NollieCrouchTurnLeft"
0x887AD2F8 "SwitchOffBoard"
0x8B1AAFA5 "BrakeIdle_Start_Mongo"
0x931ABA6C "SetVelSpeed"
0x9C2A2902 "Vehicle_Start"
0x9DBA1113 "no_ollies"
0xA26A46CF "EnableBlending"
0xA5DAEF32 "hitblood03"
0xB45AA36B "SetExtraGrindTricks"
0xB8CAFAFC "perfect_landing_slop"
0xBFCA57B5 "GotoPreserveParams"
0xBF4A37F9 "RandomPush"
0xC9AAA4F2 "hide_run_timer_piece"
0xCC4ABBD6 "CrouchTurnRightAnimsCool"
0xD52A8ED5 "Obj_AnimSubsetExists"
0xD8FA583A "StretchtoFlailingFall"
0xD96A4A17 "UnSetForceWalk"
0xDB3AEFFE "FlailRightCrouched2"
0xECBABCB0 "KenTest1"
0xECBAFC73 "TurnLeft_Cool"
0xEE5AF126 "Walking_OnGroundAi"
0xF3CA4729 "SetSparksTruckFromNollie"
0x043B5042 "panel_message_generic_loss"
0x232B7E61 "AppendSuffixToChecksum"
0x7E614170 "pendSuffixToChecksum"
0x234B4252 "TurnLeftAnimsCrappy"
0x262B180D "EndOfRun_WalkingEvent"
0x180D456E "dOfRun_WalkingEvent"
0x2B9B265E "AbsolutePitchGreaterThan"
0x9B265E41 "bsolutePitchGreaterThan"
0x310B6CBC "CrouchTurnLeftIdle"
0x39AB5F7E "SetSkaterVelocity"
0x3ABB3F92 "Group"
0x57BB65F6 "PushCycleArms4"
0x5D9BC098 "SkaterExitFocus"
0x5DCBE86B "TurnRight"
0x632B0196 "OnGroundExceptionTable"
0x01964F6E "GroundExceptionTable"
0x683B8267 "BailDone"
0x765BEC7B "SK6_SFX_BulletTime_Out"
0x79EBA358 "Bullettime_test"
0x80DBF668 "SkaterIsFlipping"
0x844B2AC3 "ToTail_Out"
0x89BBE1DC "hitblood01"
0x8B5BF231 "NotifyBailDone"
0x900B1681 "AirAnimParams"
0x93ABBCD5 "IsSkaterFocused"
0xAA1B0165 "flip"
0xB94BE4C4 "PlayWalkAnim"
0xC11B8A6D "Land2"
0xC18B6281 "PushCycleArms5"
0xCADBB362 "special_item"
0xCB1BB1E9 "JumpLandToStand"
0xD39BF946 "CrouchTurnRightIdle_Cool"
0xD45BDE0B "ACID_DROP_POINTS"
0xDCAB5FAA "BrakeDone"
0xE34BFAFA "ToTail_In"
0xE59BCFDF "PlaySpeedChosenAnim"
0xF0FB8139 "GetFocusTimeLeft"
0xF4CB0C23 "Current"
0xF45B0AB2 "TurnLeft_Crappy"
0x032C1156 "Walk_ScaleAnimSpeed"
0x07FC2735 "Inair"
0x075C21CE "SlowDownBrake"
0x07AC1F73 "CrouchIdle_Crappy"
0x3F5CCBBF "Transfer"
0x40AC17D4 "ManualBailSlow"
0x41DC87D9 "StandingLand_Tiny"
0x425CCA11 "ClearPanel_Landed"
0x46AC243C "NoDegrade"
0x4EAC8937 "Terrain"
0x525C9CBD "keep_decreasespecial"
0x54EC5530 "racemode"
0x560C99FD "RunTimerController_Reset"
0x574CBC3A "EndSpecial"
0x5E8CE896 "NewBrakeIdle_Fat"
0x617CBD44 "GetTurnAnimArrays"
0x6ADC472C "CrouchIdlesCool"
0x6EEC8A2B "Idle2InAir"
0x49646C65 "2InAir"
0x730C31CC "TurnLeftIdlesCool"
0x7B3C7107 "sound"
0x81CC9BA0 "TurnRightAnimsCool"
0x839CE15D "WallRideLeft"
0x8B4CEC2F "CrouchTurnRightAnims"
0x8CDC2518 "perfect_p2"
0x8E8C81FA "WStand"
0x95FC4E84 "on_ground_cloth_anims"
0x977C0058 "ground"
0xA90C3F4E "FlailRightCrouched_small"
0xACFC3638 "NewBrakeIdle3_Fat"
0xB74C6E98 "CrouchTurnLeftIdles"
0xB91CC162 "GetSingleTag"
0xBBACB64A "focustimelimit_style"
0xC08C1071 "CrouchTurnLeft2"
0xC8CCB0BF "script_ClearEndofRunStarted"
0xCDFC35FB "ReturnBacktoLipLand"
0xCE2C82E3 "FocusOff"
0xE52C56BD "TRANSFER_POINTS"
0xFF0CAA04 "SpineTransfer"
0x016D19D7 "toggle_bullettime"
0x015D0899 "ClearAllWalkingExceptions"
0x01DDBF38 "CrouchTurnRightIdle"
0x05BD8B1F "Braking"
0x067DCA16 "CrouchedLandTurn5"
0x2F1D2631 "TrickParams"
0x3ACDF4CE "CrouchIdle4"
0x469D11E0 "text2"
0x4F9DC439 "SketchyLand1"
0x5B4D6DCC "NetBrake_out"
0x6E2DBA33 "AddBonus"
0x716D4C8C "SetExceptionHandler"
0x7CCD6938 "goal_message"
0x904DCD61 "CrouchedLandTurn4"
0x9E1DD930 "TurnRightIdle_Cool"
0xB13DB599 "CrouchTurnLeftIdle2"
0xBAED89F5 "CrouchedLand5_small"
0xBDCDE64F "NewBrakeIdle8_Fat"
0xC62D7450 "GetBonus"
0xD28D2EC7 "SketchyLand"
0xD86D5DF4 "GetCrouchIdle"
0xDB4D8B68 "screen_mode"
0xDE6DB89D "bigboard"
0xE21D5C37 "TurnLeft"
0xE75DFEF1 "AwardPerfect2"
0xEAAD6870 "SetSlomo"
0xF8DD0618 "Restart"
0xF9BD4A56 "CrouchTurnLeft_Crappy"
0xFC2DAF9F "NewBrakeIdle8_Female"
0x075EBEF6 "focus_allowed"
0x08AEC212 "Cool"
0x0B1E7516 "MongoPush"
0x0C5E6F10 "Cloth_Land_Partial"
0x1C1E9B74 "FromTaxiGuy"
0x2F7EF9AC "PlayStyleBrakeAnim"
0x33BEEC2B "turn_off"
0x7475726E "_off"
0x332EC927 "UnsetThrowingProjectile"
0x343E58DE "GetAirtime"
0x40FE00BB "DropHeight"
0x49AE4A26 "PlaySingleTurnAnimOrTurnIdle"
0x4B5EE3B5 "panelcombo"
0x5D3E51BA "CrouchLookLeft"
0x5E0EF842 "CheckGapTricks"
0x62FE5666 "BrakeIdle"
0x621E061F "PushCycleArms2"
0x6F1E7628 "CrouchIdle_Cool"
0x702EF86D "DoingBalanceTrick"
0x76FE045B "AirTurnLeft"
0x76CE00C8 "TurnLeftIdle_Cool"
0x8F6E1208 "NoReverts"
0x923E31D3 "RollGreaterThan"
0x973ECEF4 "ForceEndOfRun"
0x9E9E17A5 "SkaterAwardTransfer"
0x9E7EECE3 "LostGame"
0x9EAE477D "CrouchBumpUp_Crappy"
0xA96EF170 "timelimit"
0xB69E42F5 "kill_cloth_anims"
0xB8AE38A7 "Obj_StopStream"
0xBB7ED54A "EndBloom"
0xBC7E6A67 "fat"
0xCBDEE8BF "CrouchTurnRightIdle2"
0xD19E902A "turnanim"
0xDCAEF03A "GetSpecialValue"
0xE01EBC3F "PressureTricks2"
0xE67ECAAD "DoingFlip"
0xE8AECAAF "ReturnControl"
0xEA2E5494 "SuffixString"
0xF42E0168 "PushCycleArms3"
0x01FFF084 "PrintEventHandlerTable"
0x16FFAF21 "ChangeInSlope"
0x1D8F04B8 "PointRail"
0x249F1550 "CrouchBumpDown"
0x26FF1A52 "PulseBloom"
0x2C2FD9DD "brakeanim"
0x2DEF0727 "BloodSmall"
0x30FF6F80 "none"
0x31BF87B4 "BrakeIdle_Start"
0x35CFFC5C "SubsetId"
0x407F69C2 "GotoRandomScript"
0x503F8F46 "NewBrakeIdle7_Female"
0x502F81BA "OnGround_AutoKickOff_Flat"
0x626F784D "BlendWeight"
0x669F50CD "EndBail"
0x691F4258 "TurnLeftAnimsCool"
0x722FC5F4 "GetSkaterNumber"
0x783F8AB8 "slomo"
0x9BDFE834 "TurnRightIdlesCool"
0x9F4F1F91 "TurnIdle"
0xB31F74BB "get_projectile_controls"
0xCDAF33BE "CrouchTurnRightIdles"
0xCE3F258A "NewBrakeIdle6_Female"
0xD6FF119E "FlailRight2"
0xD84F0F86 "PushCycleArms1"
0xE3BF2038 "SpecialTricks"
0xEBDFCF9F "RestoreAutoKick"
0xEF5FEDC7 "SkaterAcidDropTriggered"
0xEFFF027B "CrouchIdlesCrappy"
0xF1AFB109 "CrouchTurnLeftAnims"
0xF95F4A1B "ResetIsFlipping"
0x7112F74D "FlyAi"
0x827C6A8B "MakeSkaterFly"
0x98765401 "MakeSkaterFly2"
0x591A68EC "NoRailTricks"
0xE5AD5BEF "Ped_M_Idle1"
0xDB920A00 "RollingBail"
0x7F047D00 "BigJumpLandToWalk"
0x96BD5C05 "AirToGibbonState"
0x888DE006 "PullUpFromHangState"
0xAA27E606 "TakeBoardFromSkater"
0x56AF0F08 "Walking_Air_ExtraTricks"
0x20DA3308 "value_name"
0x2BDA920B "WalkingStateExceptions"
0xDA920B57 "alkingStateExceptions"
0x657E3E0C "SpeedCheckStop"
0x9E804C0C "vel"
0x050F6E0E "GibbonSwingRightState"
0xD4897A0E "Bail_FireFight_SkaterCollideBail"
0xB911950E "ToTail_Cleanup"
0xFBD4D30F "WalkGroundTricks"
0x2D9F0710 "UseModelLights"
0xD3A5FF10 "GibbonIdleToDrop"
0x020AB711 "components"
0xB3CA1512 "NoScuff"
0x96EE8F14 "ScriptToRunFirst"
0xB4FC9719 "FlipRoll"
0xEA62F419 "Anim2"
0x977D331C "SkateToStandState"
0xB7EE5D1C "HangSpinJumpState"
0xE0222E1D "value_value"
0xA548E91E "SWING"
0x6F01D51F "WalkingToRailTrick"
0x60B21520 "StandLandState"
0xD5562722 "skeleton"
0xE0EFAF23 "SwitchToWalkingPhysics"
0x12A36F25 "GibbonHangState"
0xA944CF26 "WalkingRunToSkating"
0x39774527 "skaterproximity"
0x9ABF8E27 "NoBailBoard"
0x0B1F9B27 "HangMoveRight"
0xFE1D0A28 "SkateToSkid"
0xC0921F2A "ShadowVolume"
0xA2FF262A "Obj_GetOrientationToObject"
0x91DC3E2B "spin_out_first"
0x7370696E "_out_first"
0x8419882B "NoBlending"
0x4E6F426C "ending"
0x27F8EE2C "SPIN_OUT_MAX_SPEED"
0xC315982D "HangMoveLeft"
0x14E35331 "PingPong"
0xFF568E32 "OllieWood"
0xE5D19033 "skater_collision_impulse_factor"
0xA9E57835 "Obj_Invisible"
0x29E04836 "ksk_rs_angle"
0x81105036 "SPIN_OUT_STOP_SPEED"
0x681D2A38 "Ksk_SwitchControl_Trigger"
0x0C02263A "GibbonSwingToGibbonIdle"
0x4131563C "GibbonSwingLeftState"
0x6B56B33E "ElapsedTime"
0x7090363F "PressTwoAnyOrder"
0xB8FB5540 "SpeedBasedAnim2"
0x13F7A540 "AirToHangState"
0xCAEC9441 "Hang"
0xA1ED8A43 "KskAirFrontflipState"
0x67C22444 "CancelRotateDisplay"
0xFF1DE344 "geoms"
0x15B32F45 "Obj_SetBoundingSphere"
0xC048F847 "kskOffBoard_FromAir"
0x97FE0A48 "GibbonSwing"
0x9E026B48 "Ksk_Frontflip"
0x15271849 "spin_out_time"
0x7445C549 "HangState"
0xCB28804C "KskAirBackflipState"
0xB7739E50 "HangIdle"
0x316BFF50 "Ksk_BSRoll"
0x66360951 "spin_out_speed_multi"
0x80741E52 "HangIdleToDrop"
0x792BEF54 "NoSpin"
0xEF544E6F "Spin"
0x9DA5A955 "HeavyFriction"
0xA9546258 "WalkAirTricks"
0x8DC97258 "ksk_speed"
0x6D680459 "kskOffBoard_Air"
0x6F680F59 "GetElapsedTime"
0xDD72F459 "WalkingSlap"
0x3254F15A "Ksk_Backflip"
0x27F1135E "Post_Wallplant_Allow_Ollie_Window"
0x09823C5E "Ksk_OffBoard_Trigger"
0xD1DD065F "JumpAir"
0x243F5E60 "ExitBoard"
0x0D86B460 "coeff_restitution"
0xDEF0EF61 "LadderOntoBottomState"
0xDAF18463 "HangMove"
0xF4688B63 "kskOffBoard_Land"
0x2F83C264 "Ride"
0x33075165 "WalkingBail"
0x131BF067 "ReturnBoardToSkater"
0x47A29C6B "JumpRequested"
0x575F566C "PartialAnimOverlay"
0x0925D46D "KskBigBrake"
0x4A19C76E "WalkingEvents"
0x9A5CAE6F "const_acc"
0xEE0B1B71 "JustStoppedSkatingState"
0x339CE671 "ExitBoardComponents"
0x7C1F0472 "BeginWalkingGenericTrick"
0x98C5C372 "SetWalkingTrickState"
0x6294EA72 "Friction2"
0xC6127673 "center_of_mass"
0xDF5BA973 "GibbonIdle"
0x326BDB74 "Ksk_DebugValue"
0x5CF24C78 "BailBoardComponents"
0xE5B1FD78 "WalkingBailGetUp"
0xCA4A0C7A "SkaterPointRail"
0xE49D477B "Skater_InHang"
0x94B3C17B "WallplantState"
0x7C7D6A7C "dotProd"
0xB337D07D "cloneFrom"
0x3F7A1A7F "LadderOntoTopState"
0x37BB297F "SkaterBoardWhenBail"
0x9AF33880 "SPIN_OUT_DROP_SPEED"
0x5033FD80 "Anim1"
0xFF1F9081 "BeginWalkingManualTrick"
0x955B3D82 "JumpRequestedEvent"
0x6C82F582 "JumpLandToWalk"
0x11C59F83 "exit_speed"
0x70BDE483 "Walk_Jump"
0xB7C2C785 "KskGroundPunchState"
0xC112F185 "skater_collision_radius"
0xC49AFA85 "HangInitAnimType"
0x5114C787 "Ksk_StartSkating2"
0xEEF17889 "RollingGetup"
0x13B6A18A "ksk_exit_board_handler"
0x68DBB28A "skater_collision_application_radius"
0x086E6A8C "object_vel_factor"
0xC0D0B58C "Obj_SetOuterRadius"
0xBB04708D "RunJumpLand"
0x2B12E18D "BoardVel"
0x12E18D42 "oardVel"
0x8DFBAD8F "GibbonTurn"
0x73987590 "ClearComboBonusPot"
0x95669A90 "SmackAnim"
0x78B5A290 "KskRailStallOllie"
0x08668892 "ControllerPressed"
0xD666BD92 "LandState"
0x486E9594 "SoundType"
0xA9E89B94 "Rigidbody_MatchVelocityTo"
0x0FC19995 "RigidBody_Wake"
0xAED37C96 "mass_over_moment"
0x6C3B0597 "JumpToSwingHang"
0xAF1F9798 "Bone_Board_Root"
0x569A9F98 "ToTail"
0xFB007599 "kskOffBoard_Air_BailLand"
0xDBD0B499 "ksk_exit_board_ex"
0xFE1ECE9A "StandToRideState"
0x3BAAE89A "kskOffBoard_FromGround"
0xFCC4589D "StandState"
0xF1F8F99E "PullUpFromHang"
0xB0E00FA0 "NoOverlay"
0x2ECB2AA0 "MessageText"
0xAD1F0CA1 "HANG_SPINOUT_SPEED"
0x86D066A1 "PreviousPartialAnimOverlay"
0x826A84A3 "HangSpinAirState"
0x3E37FDA3 "SwitchToSkatingPhysics"
0xE3EC57A4 "angular_velocity_sleep_point"
0x457D0FA5 "RunJumpState"
0xF96365A7 "HangToAirState"
0xACF6F1AB "WalkOffEdge"
0x2AF312AF "MangleChecksums"
0x763C87B1 "LadderMoveUpState"
0x8089CFB1 "kskOffBoard_GeneralBail"
0x230FDAB4 "UndeterminedOverlay"
